,sex_of_driver,age_of_driver,vehicle_type,generic_make_model,engine_capacity_cc,age_of_vehicle
500969,2,28,3,-1,125,4
500987,1,41,3,-1,125,2
500993,1,42,2,-1,125,9
500995,1,69,3,-1,124,16
500996,1,-1,3,-1,-1,-1
501003,1,24,2,-1,108,5
501005,1,17,4,-1,125,3
501028,1,27,4,-1,-1,-1
501045,1,18,2,-1,49,3
501051,1,24,3,-1,124,1
501056,3,-1,3,-1,-1,-1
501057,1,52,3,-1,108,3
501068,1,43,3,-1,125,1
501080,2,39,3,-1,124,13
501085,1,56,3,-1,248,37
501111,1,20,2,-1,108,0
501117,1,52,5,-1,645,5
501119,1,34,3,-1,125,4
501127,1,29,3,-1,124,6
501150,1,35,3,-1,125,6
501155,1,32,3,-1,125,6
501161,1,20,3,-1,108,5
501170,1,61,5,-1,800,12
501181,1,19,2,-1,125,6
501194,1,37,3,-1,125,2
501196,1,34,3,-1,125,1
501200,1,48,4,-1,680,6
501213,1,80,3,-1,125,14
501217,2,25,3,-1,125,2
501229,1,52,5,-1,1170,3
501230,1,21,4,-1,-1,-1
501251,1,47,2,-1,125,4
501254,1,28,4,-1,649,9
501272,1,24,3,-1,125,5
501273,1,29,3,-1,125,7
501279,1,21,3,-1,125,7
501283,1,36,3,-1,125,6
501289,3,-1,3,-1,-1,-1
501293,1,28,3,-1,125,2
501304,1,31,3,-1,-1,-1
501310,1,36,3,-1,124,4
501329,1,49,4,-1,124,9
501332,1,40,3,-1,108,2
501333,1,23,4,-1,-1,-1
501335,2,44,5,-1,883,5
501350,1,19,2,-1,108,3
501364,1,30,3,-1,125,4
501369,1,22,3,-1,125,5
501370,1,18,2,-1,108,9
501387,1,30,3,-1,102,11
501390,1,35,3,-1,125,12
501399,1,36,3,-1,-1,-1
501404,1,26,3,-1,125,2
501409,1,23,3,-1,-1,-1
501411,1,38,3,-1,-1,-1
501413,1,19,3,-1,124,9
501419,1,29,3,-1,125,0
501422,1,24,3,-1,125,5
501441,3,-1,3,-1,125,3
501443,1,23,4,-1,-1,-1
501450,1,33,3,-1,108,4
501454,1,28,3,-1,125,0
501480,1,23,3,-1,124,0
501541,1,34,2,-1,125,2
501543,3,-1,3,-1,-1,-1
501550,1,19,2,-1,49,8
501568,1,20,3,-1,108,4
501579,1,25,3,-1,108,2
501587,1,36,4,-1,-1,-1
501590,1,34,5,-1,948,1
501607,1,42,5,-1,600,4
501617,1,29,5,-1,1000,9
501618,1,24,5,-1,599,11
501626,1,40,5,-1,745,1
501628,1,21,3,-1,125,6
501633,1,56,5,-1,675,8
501636,1,33,3,-1,108,5
501640,1,37,5,-1,999,1
501644,1,23,5,-1,745,4
501655,1,21,3,-1,125,3
501664,1,40,3,-1,125,12
501686,1,48,3,-1,125,2
501702,1,32,3,-1,125,4
501726,1,17,3,-1,125,7
501732,1,29,3,-1,125,5
501735,1,33,3,-1,108,9
501739,1,26,3,-1,108,3
501742,1,57,5,-1,599,14
501743,1,27,3,-1,124,2
501747,1,39,2,-1,125,3
501750,1,19,3,-1,108,0
501758,1,33,5,-1,296,2
501781,1,28,3,-1,125,8
501802,1,49,3,-1,-1,-1
501804,1,39,3,-1,124,1
501812,3,17,4,-1,124,3
501817,1,19,2,-1,124,9
501824,2,31,5,-1,847,1
501836,1,58,3,-1,108,2
501840,1,36,3,-1,599,15
501844,1,42,3,-1,124,18
501846,1,21,2,-1,125,2
501853,1,42,3,-1,125,5
501864,1,45,3,-1,125,2
501867,1,19,3,-1,125,4
501868,1,21,5,-1,599,10
501869,1,40,4,-1,108,5
501874,1,18,3,-1,124,15
501894,1,17,3,-1,124,10
501903,1,29,3,-1,124,5
501917,1,42,5,-1,998,6
501934,1,30,5,-1,689,3
501943,2,54,3,-1,108,1
501944,1,31,3,-1,108,1
501960,1,37,5,-1,636,2
501961,2,26,3,-1,125,3
501968,1,36,5,-1,645,5
501972,2,19,3,-1,125,1
501973,1,30,5,-1,999,3
501979,1,37,4,-1,803,4
501995,1,27,3,-1,-1,-1
502000,1,51,5,-1,998,10
502003,1,54,5,-1,1170,11
502007,1,17,4,-1,125,3
502008,1,26,3,-1,124,8
502011,1,47,3,-1,125,8
502033,1,28,3,-1,124,12
502045,1,19,3,-1,108,2
502053,1,30,4,-1,125,2
502054,1,20,3,-1,124,10
502082,1,18,2,-1,125,3
502089,1,36,4,-1,1584,10
502097,1,35,5,-1,599,14
502101,1,45,3,-1,659,13
502107,1,33,4,-1,125,4
502111,1,20,3,-1,125,1
502113,1,29,3,-1,125,14
502153,1,28,3,-1,125,11
502164,1,21,3,-1,125,1
502167,1,31,3,-1,124,5
502176,1,26,3,-1,125,9
502194,1,52,3,-1,125,1
502201,1,19,3,-1,-1,-1
502206,1,41,3,-1,125,10
502216,1,24,3,-1,125,6
502220,1,43,3,-1,125,1
502228,1,36,2,-1,49,15
502229,1,49,3,-1,125,2
502245,3,-1,2,-1,-1,-1
502253,1,30,3,-1,108,1
502262,2,32,3,-1,125,8
502286,2,21,3,-1,108,4
502292,1,30,5,-1,-1,-1
502301,1,32,3,-1,108,5
502324,2,20,2,-1,124,16
502328,1,27,3,-1,125,7
502332,1,25,3,-1,125,3
502344,3,-1,5,-1,-1,-1
502349,1,39,3,-1,125,5
502365,1,31,3,-1,125,2
502370,1,22,3,-1,125,1
502384,1,32,3,-1,125,8
502391,1,36,3,-1,125,3
502399,1,28,3,-1,125,5
502402,1,22,3,-1,125,7
502414,2,38,3,-1,125,8
502424,1,36,3,-1,125,2
502492,1,29,3,-1,124,2
502498,1,50,4,-1,847,3
502504,1,31,2,-1,125,6
502505,1,17,3,-1,108,3
502507,1,17,3,-1,124,10
502516,1,19,4,-1,530,4
502529,1,60,5,-1,1052,23
502532,1,22,3,-1,124,10
502551,1,-1,5,-1,-1,-1
502556,1,21,3,-1,124,8
502595,1,26,4,-1,125,11
502612,1,41,2,-1,49,9
502631,1,22,2,-1,125,1
502635,1,38,3,-1,125,12
502639,1,35,4,-1,645,6
502640,1,33,4,-1,-1,-1
502646,1,37,4,-1,471,1
502649,1,27,3,-1,124,12
502655,1,50,4,-1,599,21
502657,1,26,3,-1,124,7
502659,1,28,4,-1,645,9
502662,1,44,5,-1,1170,6
502663,3,-1,3,-1,-1,-1
502676,1,29,3,-1,108,8
502678,1,-1,4,-1,249,26
502682,1,31,5,-1,-1,-1
502684,1,49,5,-1,689,4
502691,1,54,5,-1,883,7
502693,1,16,3,-1,-1,-1
502717,1,38,3,-1,-1,-1
502735,1,43,5,-1,-1,-1
502738,1,36,3,-1,108,7
502748,1,20,2,-1,125,7
502769,1,29,3,-1,125,6
502799,1,35,3,-1,124,3
502814,1,39,4,-1,499,23
502816,1,16,3,-1,108,2
502817,1,24,5,-1,675,7
502821,1,31,2,-1,125,2
502826,1,30,5,-1,689,1
502828,1,56,4,-1,954,16
502833,1,19,3,-1,124,8
502842,1,67,3,-1,72,-1
502845,1,22,2,-1,108,3
502868,1,39,3,-1,49,5
502873,1,40,5,-1,656,12
502878,1,36,3,-1,124,1
502896,1,27,4,-1,125,7
502904,1,34,3,-1,125,3
502907,1,27,4,-1,125,7
502925,1,40,3,-1,125,2
502971,1,26,3,-1,125,16
502975,1,48,3,-1,108,4
502980,1,43,5,-1,599,8
502982,1,45,3,-1,125,1
502994,2,18,3,-1,108,3
502995,1,33,3,-1,125,1
502997,1,24,3,-1,108,6
503002,1,25,3,-1,124,9
503010,3,-1,3,-1,100,12
503016,1,23,2,-1,108,1
503021,1,34,3,-1,125,2
503022,1,56,4,-1,200,-1
503025,2,36,3,-1,124,1
503028,1,34,4,-1,125,5
503032,1,28,3,-1,125,1
503036,1,-1,4,-1,-1,-1
503037,1,21,4,-1,471,0
503043,3,-1,4,-1,-1,-1
503046,1,29,5,-1,675,2
503056,1,18,3,-1,125,8
503062,3,-1,3,-1,-1,-1
503085,1,35,3,-1,125,6
503110,1,25,3,-1,124,1
503114,3,-1,5,-1,-1,-1
503133,1,19,3,-1,124,1
503135,1,21,3,-1,-1,-1
503140,1,42,4,-1,-1,-1
503150,3,-1,5,-1,998,14
503151,1,43,3,-1,125,5
503156,1,40,5,-1,1000,30
503163,1,35,2,-1,-1,-1
503166,1,26,3,-1,125,13
503172,1,32,3,-1,124,7
503188,1,45,4,-1,-1,-1
503197,1,31,3,-1,124,10
503202,1,41,5,-1,865,3
503223,1,17,4,-1,125,1
503230,1,24,3,-1,125,2
503247,1,43,3,-1,124,0
503261,1,28,4,-1,395,0
503278,1,27,3,-1,125,2
503284,1,51,3,-1,-1,-1
503287,1,19,3,-1,124,5
503296,1,24,2,-1,395,4
503301,2,29,5,-1,1063,13
503304,1,25,3,-1,-1,-1
503305,1,30,4,-1,999,11
503306,2,39,3,-1,124,6
503313,1,58,5,-1,1284,12
503316,1,26,3,-1,125,3
503319,1,26,2,-1,49,11
503326,1,29,3,-1,125,0
503329,1,19,3,-1,125,0
503330,1,20,4,-1,-1,-1
503334,2,37,4,-1,125,7
503338,1,39,5,-1,-1,-1
503340,1,30,3,-1,125,15
503341,1,41,3,-1,125,5
503347,1,34,5,-1,675,3
503351,1,22,4,-1,125,2
503367,1,25,5,-1,937,1
503370,1,33,4,-1,471,1
503374,1,37,3,-1,125,2
503383,2,53,2,-1,49,14
503387,1,52,3,-1,125,4
503391,1,37,3,-1,108,1
503421,1,51,4,-1,996,13
503428,1,61,5,-1,1043,3
503430,1,49,3,-1,124,11
503432,1,22,3,-1,125,6
503443,1,49,3,-1,124,17
503445,1,26,3,-1,125,6
503465,1,43,5,-1,680,11
503480,1,21,3,-1,125,1
503482,1,68,5,-1,800,0
503503,1,28,3,-1,108,4
503507,1,42,5,-1,1649,0
503522,1,24,3,-1,125,4
503545,1,26,2,-1,599,20
503552,1,36,5,-1,-1,-1
503554,1,20,3,-1,124,7
503555,1,57,5,-1,745,2
503569,1,84,4,-1,535,22
503579,1,44,5,-1,1043,6
503584,1,47,2,-1,125,3
503587,1,44,2,-1,115,3
503597,1,58,3,-1,124,14
503599,1,44,2,-1,124,11
503615,1,46,3,-1,689,2
503621,1,26,5,-1,1340,3
503627,1,20,3,-1,125,5
503635,1,29,3,-1,125,7
503638,1,18,3,-1,125,8
503660,1,48,5,-1,1301,0
503664,1,19,3,-1,124,11
503665,1,22,2,-1,49,2
503671,1,25,5,-1,999,8
503672,1,49,5,-1,599,7
503686,1,44,3,-1,125,2
503702,1,30,3,-1,125,8
503726,1,50,5,-1,839,6
503740,1,38,5,-1,998,4
503746,1,38,3,-1,124,10
503749,1,26,3,-1,124,1
503761,2,30,3,-1,124,9
503763,1,31,5,-1,599,17
503771,1,27,4,-1,998,10
503791,1,23,3,-1,125,2
503806,1,28,3,-1,125,1
503836,3,-1,3,-1,124,9
503843,1,49,3,-1,125,3
503845,1,45,2,-1,108,2
503848,2,42,3,-1,125,0
503864,1,40,5,-1,599,6
503873,3,-1,3,-1,-1,-1
503874,1,19,3,-1,108,3
503878,1,25,4,-1,599,11
503882,1,32,3,-1,125,2
503888,1,35,3,-1,125,3
503892,1,17,3,-1,124,7
503894,1,43,3,-1,1255,9
503896,3,-1,3,-1,-1,-1
503897,2,18,2,-1,124,13
503907,1,33,3,-1,124,1
503928,1,29,4,-1,125,5
503931,1,35,5,-1,999,5
503950,1,38,3,-1,124,4
503956,1,21,3,-1,108,5
503959,1,58,4,-1,900,2
503965,1,21,3,-1,125,1
503977,1,17,2,-1,108,6
503980,1,19,3,-1,125,1
504009,1,35,3,-1,108,4
504011,1,24,5,-1,998,15
504013,1,34,5,-1,1157,14
504017,1,34,5,-1,999,0
504023,1,22,3,-1,108,5
504043,3,27,3,-1,125,1
504048,1,28,3,-1,125,15
504050,1,44,5,-1,1043,3
504056,1,28,3,-1,-1,-1
504059,1,54,4,-1,125,1
504065,1,17,3,-1,125,10
504074,1,43,2,-1,-1,-1
504077,1,37,3,-1,125,1
504091,1,31,5,-1,-1,-1
504097,1,32,5,-1,599,18
504106,1,31,4,-1,125,3
504119,1,31,3,-1,124,12
504121,1,41,3,-1,125,4
504134,1,17,3,-1,124,12
504135,1,32,2,-1,125,13
504139,1,25,3,-1,-1,-1
504155,1,27,3,-1,125,3
504173,1,39,4,-1,125,2
504175,1,24,2,-1,125,0
504184,1,52,5,-1,124,10
504186,1,29,3,-1,124,15
504187,1,23,3,-1,108,6
504191,1,54,4,-1,198,14
504194,1,28,5,-1,806,3
504201,2,22,3,-1,-1,-1
504211,1,30,3,-1,125,1
504223,1,30,3,-1,124,8
504227,1,23,3,-1,108,5
504229,1,53,3,-1,-1,-1
504243,1,16,3,-1,49,6
504246,1,48,5,-1,1700,12
504252,1,30,3,-1,108,0
504254,1,28,3,-1,108,2
504259,1,23,3,-1,124,12
504261,1,31,3,-1,125,1
504289,1,43,5,-1,996,15
504293,3,-1,3,-1,-1,-1
504312,1,19,3,-1,124,2
504322,1,34,3,-1,125,0
504323,1,31,2,-1,-1,-1
504325,1,30,5,-1,689,2
504335,1,29,5,-1,1043,7
504338,1,32,3,-1,124,7
504339,1,31,5,-1,865,4
504341,1,18,3,-1,102,3
504346,1,18,4,-1,278,4
504349,1,35,3,-1,125,3
504357,1,30,3,-1,125,4
504361,1,51,4,-1,125,3
504364,1,46,5,-1,599,17
504375,1,32,3,-1,124,10
504380,1,26,4,-1,125,3
504382,1,41,3,-1,125,6
504384,1,-1,3,-1,400,10
504395,1,49,3,-1,124,7
504397,3,-1,3,-1,-1,-1
504401,1,37,3,-1,125,1
504403,1,21,2,-1,108,6
504405,1,22,3,-1,125,1
504406,1,27,4,-1,-1,-1
504407,1,17,3,-1,-1,-1
504424,1,46,3,-1,124,6
504437,1,31,2,-1,49,4
504439,1,46,5,-1,1050,0
504443,2,48,2,-1,124,5
504447,1,34,3,-1,249,3
504448,1,25,3,-1,125,5
504454,1,24,4,-1,125,0
504462,1,41,5,-1,599,11
504466,1,21,3,-1,108,2
504467,1,39,3,-1,124,11
504473,1,-1,3,-1,125,3
504481,1,40,3,-1,124,13
504490,1,20,2,-1,108,6
504492,1,47,3,-1,-1,-1
504499,1,19,3,-1,-1,-1
504514,1,35,4,-1,124,1
504519,2,53,2,-1,48,7
504521,1,27,2,-1,125,10
504524,1,28,5,-1,645,13
504532,1,22,5,-1,645,17
504536,1,41,3,-1,125,8
504546,1,25,3,-1,108,10
504564,1,30,3,-1,125,6
504566,1,30,4,-1,125,2
504568,1,20,4,-1,124,7
504571,1,18,3,-1,108,0
504591,1,42,3,-1,125,0
504624,1,29,4,-1,124,4
504631,1,51,5,-1,1300,1
504633,1,48,3,-1,125,2
504643,1,20,3,-1,125,7
504652,1,30,3,-1,124,5
504658,1,33,3,-1,125,5
504662,1,48,3,-1,1164,14
504665,1,49,3,-1,125,3
504676,1,21,4,-1,124,2
504678,1,44,4,-1,124,4
504680,1,28,3,-1,108,3
504685,1,25,4,-1,125,5
504688,1,19,4,-1,279,8
504690,1,-1,3,-1,-1,-1
504691,1,50,3,-1,125,3
504697,1,36,3,-1,124,6
504700,1,32,3,-1,125,3
504711,1,31,4,-1,865,3
504727,1,24,2,-1,125,0
504733,1,20,3,-1,125,10
504735,1,28,3,-1,108,1
504756,2,21,3,-1,125,2
504774,1,31,3,-1,125,5
504778,1,53,2,-1,108,1
504783,1,31,3,-1,125,1
504791,1,23,3,-1,125,7
504794,1,42,3,-1,-1,-1
504808,1,39,5,-1,745,1
504825,1,38,3,-1,125,3
504827,1,25,5,-1,599,9
504829,1,39,3,-1,124,5
504831,1,39,4,-1,125,1
504833,2,53,3,-1,278,4
504855,1,38,3,-1,125,1
504867,2,60,5,-1,471,5
504869,1,33,3,-1,108,6
504870,1,37,5,-1,279,7
504872,1,40,5,-1,599,14
504880,1,22,5,-1,689,3
504906,1,27,2,-1,124,1
504912,1,54,5,-1,865,4
504915,1,53,3,-1,85,15
504916,3,-1,3,-1,-1,-1
504919,1,27,3,-1,108,4
504923,1,30,3,-1,124,7
504925,1,42,3,-1,125,6
504929,1,28,5,-1,645,10
504934,1,29,5,-1,-1,-1
504936,1,27,4,-1,125,7
504957,1,32,3,-1,125,7
504964,1,21,2,-1,125,4
504966,1,-1,2,-1,399,4
504967,3,-1,3,-1,624,15
504969,2,34,3,-1,279,2
504982,1,52,5,-1,847,3
504993,1,-1,3,-1,-1,-1
504997,1,19,3,-1,108,6
505006,1,22,3,-1,125,0
505009,1,53,5,-1,1293,5
505026,1,28,4,-1,125,1
505031,1,36,5,-1,998,19
505039,1,52,4,-1,-1,-1
505045,1,23,2,-1,108,2
505046,1,38,4,-1,125,2
505050,1,32,3,-1,125,1
505074,1,35,3,-1,125,2
505080,1,35,3,-1,125,1
505089,1,29,3,-1,125,1
505093,2,30,3,-1,124,10
505096,1,17,3,-1,125,6
505099,1,25,3,-1,125,2
505109,1,30,3,-1,125,1
505112,1,41,5,-1,1449,12
505118,1,37,5,-1,988,15
505124,1,41,5,-1,1050,2
505139,1,40,3,-1,125,0
505142,1,31,3,-1,124,8
505144,3,-1,2,-1,-1,-1
505173,1,59,4,-1,649,25
505189,1,53,3,-1,125,2
505202,1,33,3,-1,124,5
505215,1,34,3,-1,125,5
505220,1,29,3,-1,124,7
505226,1,61,4,-1,124,1
505229,1,29,3,-1,125,9
505230,3,-1,3,-1,-1,-1
505234,1,38,3,-1,278,3
505237,1,19,3,-1,-1,-1
505241,2,49,2,-1,49,13
505244,1,40,3,-1,124,1
505246,1,20,3,-1,108,6
505249,1,37,5,-1,650,2
505258,1,36,3,-1,125,4
505266,1,19,4,-1,499,9
505275,1,33,4,-1,124,1
505282,1,44,4,-1,-1,-1
505286,1,20,3,-1,125,1
505293,1,20,2,-1,125,1
505299,1,42,2,-1,-1,-1
505302,3,-1,3,-1,-1,-1
505323,1,33,4,-1,125,1
505332,1,56,2,-1,49,6
505336,1,27,3,-1,645,16
505349,1,18,3,-1,125,4
505354,1,52,5,-1,1170,10
505364,1,17,3,-1,124,8
505366,1,23,3,-1,125,2
505369,1,54,3,-1,125,2
505373,1,31,3,-1,125,2
505376,1,21,3,-1,108,4
505384,1,19,2,-1,49,7
505391,1,33,3,-1,125,2
505395,1,20,3,-1,125,0
505417,1,28,2,-1,125,3
505425,1,33,5,-1,749,9
505426,1,44,5,-1,988,15
505428,1,18,3,-1,124,10
505430,3,-1,3,-1,-1,-1
505437,1,43,5,-1,-1,-1
505438,1,24,2,-1,49,1
505447,1,22,3,-1,109,3
505451,1,22,2,-1,49,17
505462,1,16,2,-1,49,16
505464,1,37,2,-1,124,10
505465,1,25,5,-1,599,7
505479,1,19,3,-1,125,3
505483,1,32,3,-1,125,4
505495,1,27,4,-1,499,13
505498,1,44,4,-1,125,2
505518,1,19,3,-1,108,0
505529,1,22,3,-1,-1,-1
505531,1,21,3,-1,125,3
505532,1,34,3,-1,108,1
505534,1,53,5,-1,865,8
505556,1,19,2,-1,109,3
505557,1,38,4,-1,1202,0
505560,1,32,5,-1,645,2
505595,1,13,3,-1,125,7
505609,1,42,3,-1,125,1
505627,1,37,5,-1,749,12
505649,1,54,5,-1,650,-1
505656,1,-1,3,-1,125,13
505657,2,22,4,-1,125,2
505660,1,32,5,-1,636,4
505665,1,21,3,-1,124,15
505666,1,29,3,-1,124,1
505668,1,52,5,-1,1250,10
505686,1,25,3,-1,125,4
505704,1,20,3,-1,124,6
505713,1,26,3,-1,125,0
505732,1,30,5,-1,645,6
505750,1,47,5,-1,900,1
505752,1,23,3,-1,124,4
505755,1,25,4,-1,125,7
505759,3,-1,5,-1,599,17
505768,1,23,5,-1,-1,-1
505773,1,30,5,-1,599,13
505796,1,24,3,-1,125,5
505808,1,18,2,-1,49,1
505815,1,26,3,-1,125,11
505821,1,42,3,-1,125,3
505841,1,25,3,-1,125,4
505843,1,35,3,-1,125,2
505844,1,19,3,-1,108,2
505869,1,20,3,-1,125,2
505872,1,44,5,-1,749,15
505878,1,24,3,-1,125,6
505889,1,-1,3,-1,530,1
505899,2,39,2,-1,-1,-1
505906,1,38,3,-1,124,14
505911,3,-1,3,-1,125,2
505913,1,22,3,-1,124,2
505914,1,48,5,-1,600,17
505922,1,34,4,-1,395,4
505926,1,44,5,-1,-1,-1
505930,1,22,3,-1,108,4
505935,1,45,2,-1,108,5
505936,1,21,3,-1,124,8
505938,1,23,3,-1,125,14
505939,1,25,3,-1,108,3
505949,1,37,4,-1,279,1
505958,1,22,5,-1,599,0
505969,1,32,3,-1,124,10
505970,1,26,5,-1,1170,10
505977,1,24,3,-1,125,0
506024,1,21,2,-1,125,2
506034,1,25,3,-1,125,2
506042,1,28,5,-1,600,13
506061,1,26,3,-1,125,6
506062,2,45,5,-1,883,15
506067,2,52,5,-1,904,18
506070,1,21,3,-1,124,8
506074,1,19,3,-1,-1,-1
506083,1,30,3,-1,124,1
506085,1,40,5,-1,599,11
506113,1,-1,3,-1,125,11
506115,1,17,3,-1,124,6
506125,1,47,2,-1,50,19
506132,3,-1,3,-1,-1,-1
506147,1,36,5,-1,689,2
506150,1,29,5,-1,1200,17
506161,1,18,3,-1,124,4
506200,1,31,5,-1,745,2
506203,1,32,4,-1,124,2
506211,1,32,4,-1,-1,-1
506215,1,20,3,-1,125,1
506222,1,35,3,-1,125,0
506265,1,27,3,-1,125,5
506267,1,48,4,-1,124,9
506269,1,21,5,-1,1130,17
506280,1,36,2,-1,124,4
506293,1,62,5,-1,1170,1
506304,1,23,5,-1,689,1
506306,1,22,4,-1,124,2
506319,1,17,4,-1,124,8
506324,1,24,3,-1,125,12
506328,3,-1,3,-1,278,3
506331,1,25,5,-1,883,13
506333,1,38,3,-1,125,10
506336,1,21,3,-1,125,0
506342,1,49,5,-1,998,0
506346,1,18,3,-1,-1,-1
506354,1,20,3,-1,108,0
506362,1,27,3,-1,125,0
506398,1,32,5,-1,675,11
506400,3,-1,2,-1,-1,-1
506406,1,41,4,-1,125,2
506411,2,34,3,-1,-1,-1
506424,1,21,3,-1,-1,-1
506426,1,25,3,-1,125,2
506429,1,30,3,-1,125,1
506435,1,27,3,-1,125,4
506458,1,22,4,-1,-1,-1
506461,1,18,3,-1,108,3
506462,3,-1,2,-1,-1,-1
506464,1,55,4,-1,125,1
506466,3,-1,3,-1,108,3
506468,1,44,3,-1,125,8
506480,1,25,3,-1,124,8
506483,1,48,4,-1,-1,-1
506502,1,44,3,-1,108,2
506522,1,22,2,-1,108,10
506523,3,-1,2,-1,-1,-1
506555,1,29,3,-1,125,0
506556,1,47,3,-1,125,1
506580,3,-1,3,-1,124,14
506591,1,25,5,-1,599,8
506599,1,21,2,-1,49,8
506600,1,21,3,-1,125,1
506605,3,-1,4,-1,599,20
506613,1,24,3,-1,-1,-1
506626,1,43,3,-1,-1,-1
506633,1,22,3,-1,125,9
506637,1,25,3,-1,125,1
506646,1,21,2,-1,125,7
506652,2,30,4,-1,125,0
506661,1,40,5,-1,1043,5
506664,1,21,3,-1,124,17
506692,1,-1,3,-1,-1,-1
506698,1,38,3,-1,-1,-1
506707,1,27,5,-1,675,2
506714,1,27,3,-1,124,6
506721,1,21,3,-1,125,9
506722,1,36,3,-1,108,1
506725,1,18,3,-1,124,4
506735,1,55,5,-1,1000,16
506736,1,-1,4,-1,244,10
506740,1,27,3,-1,124,3
506746,1,33,3,-1,125,1
506764,1,47,5,-1,-1,-1
506775,1,51,5,-1,1157,19
506780,1,51,5,-1,599,16
506798,1,36,3,-1,125,0
506804,1,49,3,-1,125,6
506805,1,39,3,-1,124,8
506851,1,35,5,-1,599,16
506863,1,27,4,-1,125,1
506893,1,52,4,-1,124,10
506926,1,24,3,-1,125,10
506929,1,34,5,-1,599,16
506949,1,45,5,-1,599,5
506954,1,17,3,-1,124,14
506956,1,27,3,-1,125,9
506963,2,51,5,-1,999,1
506973,1,33,5,-1,599,12
506984,1,34,3,-1,125,4
506988,1,17,4,-1,-1,-1
506995,1,44,3,-1,124,1
506997,1,54,5,-1,998,2
507018,1,21,3,-1,125,1
507020,1,30,3,-1,125,5
507024,1,62,3,-1,124,2
507026,1,42,5,-1,745,4
507044,1,22,3,-1,124,5
507047,1,48,5,-1,654,8
507054,1,53,5,-1,-1,-1
507057,1,18,3,-1,124,9
507063,1,38,3,-1,125,8
507085,1,18,3,-1,124,6
507087,1,18,2,-1,49,8
507097,1,44,3,-1,125,6
507108,1,24,3,-1,125,2
507126,1,24,3,-1,125,6
507129,1,51,3,-1,124,8
507132,1,22,2,-1,125,10
507136,1,39,3,-1,102,1
507141,1,32,3,-1,125,1
507148,1,34,3,-1,125,1
507155,1,17,3,-1,108,3
507166,1,30,3,-1,125,3
507171,1,25,3,-1,124,9
507173,1,19,4,-1,125,6
507209,1,35,3,-1,125,13
507235,1,23,3,-1,125,3
507243,2,43,2,-1,124,4
507249,1,-1,3,-1,125,4
507258,1,47,5,-1,645,14
507261,1,22,3,-1,124,5
507264,1,40,5,-1,999,12
507266,1,27,2,-1,49,2
507273,1,36,3,-1,108,4
507287,1,44,3,-1,124,2
507292,1,21,2,-1,108,3
507298,1,44,2,-1,49,8
507307,1,37,2,-1,49,7
507324,1,37,5,-1,599,13
507333,1,37,4,-1,530,4
507344,1,17,3,-1,108,2
507349,1,28,3,-1,125,2
507360,1,37,3,-1,125,1
507364,1,36,3,-1,125,5
507371,2,31,3,-1,124,15
507374,1,23,3,-1,124,1
507384,1,-1,3,-1,124,7
507399,1,29,3,-1,125,7
507401,1,29,5,-1,749,4
507419,1,24,5,-1,1690,3
507422,1,28,5,-1,998,5
507429,1,-1,3,-1,279,10
507430,1,16,2,-1,49,4
507431,1,16,2,-1,49,6
507437,1,22,3,-1,108,2
507447,2,41,3,-1,125,3
507449,1,25,5,-1,847,3
507451,1,31,5,-1,999,7
507452,1,24,5,-1,599,8
507453,1,24,5,-1,599,16
507459,1,24,3,-1,125,7
507470,1,40,5,-1,803,1
507494,1,30,5,-1,599,11
507497,1,43,5,-1,806,3
507509,1,24,3,-1,125,7
507527,3,-1,5,-1,-1,-1
507529,1,47,3,-1,125,0
507532,1,19,3,-1,108,2
507547,1,22,5,-1,-1,-1
507549,1,65,5,-1,1585,7
507554,1,31,3,-1,125,2
507564,3,-1,3,-1,-1,-1
507570,1,53,5,-1,599,11
507571,1,35,5,-1,1745,0
507575,1,28,5,-1,600,17
507589,1,39,3,-1,125,2
507597,1,18,3,-1,125,8
507598,3,-1,3,-1,279,11
507599,1,55,5,-1,2294,9
507605,1,43,5,-1,749,9
507611,1,29,3,-1,124,7
507619,1,34,5,-1,998,9
507621,2,40,3,-1,124,6
507640,1,28,3,-1,108,2
507645,1,51,4,-1,124,1
507648,1,38,3,-1,125,1
507660,1,25,3,-1,125,4
507670,1,24,3,-1,124,3
507680,1,49,3,-1,-1,-1
507684,1,30,4,-1,108,4
507687,1,27,3,-1,124,6
507693,1,32,3,-1,124,5
507698,1,35,4,-1,599,18
507700,3,-1,5,-1,749,11
507710,1,35,4,-1,125,5
507721,1,22,3,-1,124,6
507740,3,-1,3,-1,124,10
507746,1,38,3,-1,-1,-1
507768,1,34,3,-1,124,9
507770,1,20,3,-1,125,5
507771,1,27,3,-1,124,5
507772,1,19,2,-1,124,15
507773,1,30,3,-1,125,7
507785,1,18,3,-1,125,1
507788,1,53,5,-1,1352,1
507791,1,30,3,-1,125,5
507802,1,50,5,-1,750,12
507804,1,31,4,-1,599,20
507807,1,58,3,-1,125,1
507813,1,32,5,-1,745,4
507815,1,27,3,-1,125,0
507820,1,51,5,-1,749,24
507823,1,33,3,-1,125,4
507826,3,-1,3,-1,-1,-1
507831,3,-1,5,-1,-1,-1
507852,1,17,4,-1,-1,-1
507858,1,29,4,-1,125,7
507859,1,23,4,-1,124,2
507866,1,19,3,-1,108,2
507875,3,-1,3,-1,96,10
507876,3,-1,3,-1,114,3
507877,3,-1,3,-1,124,2
507886,1,31,3,-1,125,6
